================ Training Loss (Tue Oct 23 15:18:27 2018) ================
(epoch: 1, iters: 100, time: 0.348, data: 0.100) D_A: 0.204 G_A: 0.396 cycle_A: 1.561 idt_A: 1.048 D_B: 0.194 G_B: 0.700 cycle_B: 2.625 idt_B: 0.628 
(epoch: 1, iters: 200, time: 0.340, data: 0.001) D_A: 0.313 G_A: 0.237 cycle_A: 4.710 idt_A: 1.294 D_B: 0.281 G_B: 0.303 cycle_B: 2.701 idt_B: 2.417 
(epoch: 1, iters: 300, time: 0.344, data: 0.001) D_A: 0.218 G_A: 0.460 cycle_A: 1.286 idt_A: 0.665 D_B: 0.170 G_B: 0.472 cycle_B: 1.343 idt_B: 0.575 
(epoch: 1, iters: 400, time: 0.642, data: 0.001) D_A: 0.067 G_A: 0.436 cycle_A: 0.999 idt_A: 0.750 D_B: 0.229 G_B: 0.494 cycle_B: 2.053 idt_B: 0.446 
(epoch: 1, iters: 500, time: 0.343, data: 0.001) D_A: 0.305 G_A: 0.162 cycle_A: 2.605 idt_A: 0.857 D_B: 0.368 G_B: 1.221 cycle_B: 1.824 idt_B: 1.356 
(epoch: 1, iters: 600, time: 0.344, data: 0.001) D_A: 0.442 G_A: 1.070 cycle_A: 3.608 idt_A: 0.911 D_B: 0.279 G_B: 0.201 cycle_B: 2.833 idt_B: 1.801 
(epoch: 2, iters: 36, time: 0.342, data: 0.001) D_A: 0.222 G_A: 0.790 cycle_A: 0.988 idt_A: 0.682 D_B: 0.044 G_B: 0.236 cycle_B: 1.540 idt_B: 0.482 
(epoch: 2, iters: 136, time: 0.650, data: 0.001) D_A: 0.278 G_A: 0.876 cycle_A: 1.739 idt_A: 0.641 D_B: 0.193 G_B: 0.561 cycle_B: 1.359 idt_B: 0.715 
(epoch: 2, iters: 236, time: 0.342, data: 0.001) D_A: 0.159 G_A: 0.517 cycle_A: 1.962 idt_A: 0.767 D_B: 0.141 G_B: 0.376 cycle_B: 2.404 idt_B: 1.115 
(epoch: 2, iters: 336, time: 0.343, data: 0.001) D_A: 0.155 G_A: 1.004 cycle_A: 0.899 idt_A: 0.419 D_B: 0.108 G_B: 0.708 cycle_B: 0.896 idt_B: 0.394 
(epoch: 2, iters: 436, time: 0.344, data: 0.001) D_A: 0.105 G_A: 0.112 cycle_A: 1.852 idt_A: 0.396 D_B: 0.339 G_B: 0.566 cycle_B: 0.865 idt_B: 0.678 
(epoch: 2, iters: 536, time: 0.630, data: 0.001) D_A: 0.395 G_A: 0.115 cycle_A: 1.753 idt_A: 0.655 D_B: 0.334 G_B: 0.377 cycle_B: 1.377 idt_B: 0.930 
(epoch: 2, iters: 636, time: 0.341, data: 0.001) D_A: 0.115 G_A: 0.398 cycle_A: 1.542 idt_A: 0.616 D_B: 0.348 G_B: 0.123 cycle_B: 1.388 idt_B: 0.703 
(epoch: 3, iters: 72, time: 0.343, data: 0.001) D_A: 0.076 G_A: 0.582 cycle_A: 0.873 idt_A: 0.965 D_B: 0.225 G_B: 1.076 cycle_B: 2.079 idt_B: 0.353 
(epoch: 3, iters: 172, time: 0.348, data: 0.002) D_A: 0.162 G_A: 0.551 cycle_A: 1.894 idt_A: 0.919 D_B: 0.191 G_B: 0.488 cycle_B: 7.490 idt_B: 0.828 
(epoch: 3, iters: 272, time: 0.676, data: 0.001) D_A: 0.052 G_A: 0.788 cycle_A: 0.815 idt_A: 0.353 D_B: 0.093 G_B: 0.586 cycle_B: 0.928 idt_B: 0.387 
(epoch: 3, iters: 372, time: 0.346, data: 0.001) D_A: 0.239 G_A: 1.013 cycle_A: 1.442 idt_A: 0.590 D_B: 0.125 G_B: 1.434 cycle_B: 1.410 idt_B: 0.627 
(epoch: 3, iters: 472, time: 0.345, data: 0.001) D_A: 0.311 G_A: 0.229 cycle_A: 1.335 idt_A: 0.411 D_B: 0.251 G_B: 0.222 cycle_B: 0.935 idt_B: 0.487 
(epoch: 3, iters: 572, time: 0.353, data: 0.001) D_A: 0.270 G_A: 1.317 cycle_A: 1.079 idt_A: 0.362 D_B: 0.046 G_B: 0.729 cycle_B: 0.809 idt_B: 0.461 
(epoch: 4, iters: 8, time: 0.699, data: 0.001) D_A: 0.235 G_A: 1.030 cycle_A: 0.819 idt_A: 0.534 D_B: 0.062 G_B: 0.528 cycle_B: 1.341 idt_B: 0.337 
(epoch: 4, iters: 108, time: 0.349, data: 0.001) D_A: 0.103 G_A: 0.295 cycle_A: 1.380 idt_A: 0.563 D_B: 0.564 G_B: 1.317 cycle_B: 1.967 idt_B: 0.769 
